X,order,family,common_name,Binomial,rts,exp.testes,testes_g,log.testes.,ref_testes,BM_g,log.bm.,ref_bm,litter_size,litter_year,longevity,ref_lifehistory,mating_system,ref_mating_system,paternal_care,ref_paternal_care
420,Primates,Cercopithecidae,Chacma Baboon,Papio_ursinus,1.178933794,61.02539463,71.9449,1.857,Harcourt 1995,31769,4.502,Harcourt 1995,1.01,0.8,45,Capellini 2015; Myrhvold 2015,NA,,yes,Heldstab 2019
421,Rodentia,Muridae,Common Lowland Paramelomys,Paramelomys_platyops,1.870164411,0.893557802,1.6711,0.223,Ramm 2007,90,1.954,Ramm 2007,1.94,NA,NA,Capellini 2015,NA,,NA,NA
422,Rodentia,Muridae,Mountain Paramelomys,Paramelomys_rubex,3.196522007,0.58522982,1.8707,0.272,Breed 2000,50,1.699,Breed 2000,2,NA,NA,Capellini 2015,NA,,NA,NA
423,Chiroptera,Vespertilionidae,western pipistrelle,Parastrellus_hesperus,0.647701133,0.077196098,0.05,-1.301,Ramm 2007,3,0.544,Ramm 2007,NA,NA,NA,NA,NA,,NA,NA
424,Rodentia,Muridae,Giant Sulawesi Rat,Paruromys_dominator,0.68521126,2.336505678,1.601,0.204,Breed 2000,342,2.534,Breed 2000,NA,NA,NA,Capellini 2015,NA,,NA,
425,Artiodactyla,Tayassuidae,Collared Peccary,Pecari_tajacu,0.356938144,30.81766462,11,1.053,Hayward 2011; Gage 2003,12300,4.09,Hayward 2011; Gage 2003,1.56,2,31.5,Capellini 2015,promiscuous,Ginsberg 1990; Lewis 2022,no,Heldstab 2019
426,Rodentia,Pedetidae,South African Spring Hare,Pedetes_capensis,1.550603787,11.76251481,18.239,1.261,Ramm 2005,3228,3.509,Ramm 2005,0.98,3.6,20,Capellini 2015,monogamous,Lukas 2012,NA,NA
427,Peramelemorphia,Peramelidae,Long-nosed Bandicoot,Perameles_nasuta,0.790545367,5.059039198,3.9994,0.602,Rose 1997,1000,3,Rose 1997,2.43,2.92,5.6,Capellini 2015; Myrhvold 2015,promiscuous,Rose 1997; Lee 1985,NA,NA
428,Rodentia,Heteromyidae,Little Pocket Mouse,Perognathus_longimembris,0.447512535,0.156420199,0.07,-1.155,Hayward 2011,8,0.892,Hayward 2011,4.45,1,8.333333333,Capellini 2015,NA,,NA,NA
429,Rodentia,Heteromyidae,Great Basin Pocket Mouse,Perognathus_parvus,0.616964998,0.291588665,0.1799,-0.745,Hayward 2011,19,1.274,Hayward 2011,4.86,2,5.8,Capellini 2015,NA,,NA,NA
430,Rodentia,Cricetidae,California Deermouse,Peromyscus_californicus,0.015881151,0.604490194,0.0096,-2.018,Soulsbury 2010,52.3,1.719,Nelson 1995; Soulsbury 2010,1.94,4.37,5.5,Capellini 2015,monogamous,Soulsbury 2010; Pantheria; Lukas 2013; Lukas 2012; Sinervo 2020,yes,LH19; Held19; Sin20
431,Rodentia,Cricetidae,White-footed Deermouse,Peromyscus_leucopus,1.410313443,0.326168627,0.46,-0.337,Soulsbury 2010,22.2,1.346,Soulsbury 2010,4.27,4.5,7.9,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
432,Rodentia,Cricetidae,Search Results,Peromyscus_maniculatus,1.322816447,0.297093373,0.393,-0.406,Hayward 2011; Gage 2003; Soulsbury 2010,19.5,1.29,Hayward 2011; Gage 2003; Soulsbury 2010,4.76,2.6,8.333,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Waterman 2007; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
433,Rodentia,Sciuridae,Red Giant Flying Squirrel,Petaurista_petaurista,1.171556406,5.974957725,7,NA,personal squirrel database,1260,NA,personal squirrel database,1.04,NA,16,Capellini 2015,NA,NA,NA,
434,Diprotodontia,Pseudocheiridae,Greater Glider,Petauroides_volans,0.266621345,5.930507929,1.5812,0.199,Hayward 2011,1247,3.096,Hayward 2011,1,1,15,Capellini 2015,polygynous,Pantheria; Lukas 2012; Lukas 2013; Rose 1997,NA,NA
435,Diprotodontia,Petauridae,Sugar Glider,Petaurus_breviceps,0.183049328,1.092601661,0.2,-0.699,Birkhead 1998,119,2.076,Birkhead 1998,1.82,1.3,17.8,Capellini 2015,polygynous,Pantheria; Lukas 2012; Lukas 2013; Rose 1997,NA,NA
436,Diprotodontia,Petauridae,Squirrel Glider,Petaurus_norfolcensis,0.110201271,1.471852358,0.1622,-0.79,Birkhead 1998,180,2.255,Birkhead 1998,1.64,1.56,14.8,Capellini 2015; Myrhvold 2015,NA,,NA,NA
437,Artiodactyla,Suidae,Desert Warthog,Phacochoerus_aethiopicus,0.836701808,111.0271295,92.8966,1.968,Anderson 2004,72946,4.863,Anderson 2004,3.2,1.5,18.8,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990; Somers 1995,no,Lukas 2019
438,Diprotodontia,Phascolarctidae,Koala,Phascolarctos_cinereus,0.967450462,15.46580481,14.9624,1.175,Anderson 2004,4721,3.674,Anderson 2004,1.01,1,22.1,Capellini 2015,promiscuous,Anderson 2004; Pantheria,NA,NA
439,Didelphimorphia,Didelphidae,Gray Four-eyed Opossum,Philander_opossum,0.593841254,2.525422392,1.4997,0.176,Rose 1997,381,2.581,Rose 1997,4.75,3,4.4,Capellini 2015,NA,,no,Heldstab 2019
440,Carnivora,Phocidae,Harbor Seal,Phoca_vitulina,0.839332046,113.2573222,95.0605,1.978,Fitzpatrick 2012,74989,4.875,Fitzpatrick 2012,1,1,47.6,Capellini 2015,promiscuous,Ferguson 2004,no,Lukas 2019
441,Carnivora,Otariidae,New Zealand Sealion,Phocarctos_hookeri,0.266031118,248.9246386,66.2217,1.821,Fitzpatrick 2012,223872,5.35,Fitzpatrick 2012,1,1,23,Capellini 2015,polygynous,Pantheria,no,Lukas 2019
442,Rodentia,Cricetidae,Striped Desert Hamster,Phodopus_sungorus,1.789416705,0.519722431,0.93,-0.032,Hayward 2011; Gage 2003,42.4,1.627,Hayward 2011; Gage 2003,5.48,3,3.9,Capellini 2015,promiscuous,Sinervo 2020,no,Lukas 2019; Sinervo 2020
443,Chiroptera,Phyllostomidae,Pale Spear-nosed Bat,Phyllostomus_discolor,1.195627485,0.542476656,0.6486,-0.188,Pitnick 2006,45,1.652,Pitnick 2006,0.99,NA,9,Capellini 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
444,Chiroptera,Phyllostomidae,Greater Spear-nosed Bat,Phyllostomus_hastatus,0.33960826,0.907810664,0.3083,-0.511,Pitnick 2006,92,1.963,Pitnick 2006,0.99,1,18,Capellini 2015,polygynous,Hosken 2001; Pitnick 2006,no,Lukas 2019
445,Chiroptera,Vespertilionidae,Kuhl's Pipistrelle,Pipistrellus_kuhlii,0.393217701,0.127156025,0.05,-1.301,Ramm 2007,6,0.765,Ramm 2007,1.21,1,8,Capellini 2015; Myrhvold 2015,NA,,NA,NA
446,Chiroptera,Vespertilionidae,Common Pipistrelle,Pipistrellus_pipistrellus,0.985533168,0.111513243,0.1099,-0.959,Ramm 2007,5,0.729,Ramm 2007,1.37,1,16.7,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
447,Chiroptera,Vespertilionidae,Rusty Pipistrelle,Pipistrellus_rusticus,1.684879105,0.094962303,0.16,-0.796,Ramm 2007,4,0.602,Ramm 2007,1.96,1,NA,Capellini 2015,NA,,NA,NA
448,Chiroptera,Vespertilionidae,Eastern Pipistrelle,Pipistrellus_subflavus,0.235930621,0.127156025,0.03,-1.523,Ramm 2007,6,0.747,Ramm 2007,1.96,1,15,Capellini 2015,NA,,NA,
449,Chiroptera,Vespertilionidae,Least Pipistrelle,Pipistrellus_tenuis,0.315914832,0.094962303,0.03,-1.523,Ramm 2007,4,0.556,Ramm 2007,1.92,3,NA,Capellini 2015,NA,,NA,NA
450,Primates,Pitheciidae,White-faced Saki,Pithecia_pithecia,0.129700658,7.096340271,0.9204,-0.036,Harcourt 1995,1600,3.204,Harcourt 1995,1.01,0.995,36,Capellini 2015; Myrhvold 2015,promiscuous,Pantheria; Moller 1988; Lukas 2013; Lukas 2012,yes,Heldstab 2019
451,Chiroptera,Vespertilionidae,Brown Long-eared Bat,Plecotus_auritus,0.574733956,0.156420199,0.0899,-1.046,Ramm 2007,8,0.89,Ramm 2007,1.22,1,30,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
452,Rodentia,Muridae,Loria's Pogonomys,Pogonomys_loriae,3.479408935,0.998445444,3.474,0.54,Breed 2000,105,2.021,Breed 2000,2.68,NA,NA,Capellini 2015,NA,,NA,
453,Rodentia,Muridae,Chestnut Pogonomys,Pogonomys_macrourus,4.268534802,0.576778711,2.462,0.391,Breed 2000,49,1.69,Breed 2000,2.81,NA,3.1,Capellini 2015,NA,,NA,
454,Primates,Hominidae,Bornean Orangutan,Pongo_pygmaeus,0.31272823,112.8775614,35.3,1.548,Anderson 2004,74640,5,Anderson 2004; Gage 2003,1.07,0.22,60,Capellini 2015,promiscuous,Anderson 2004; Kenagy 1986; Moller 1988,no,Heldstab 2019; Lukas 2019
455,Diprotodontia,Potoroidae,Long-nosed Potoroo,Potorous_tridactylus,0.724407727,6.039692618,4.3752,0.641,Birkhead 1998,1279,3.107,Birkhead 1998,1,2,14.5,Capellini 2015,promiscuous,Pantheria,NA,NA
456,Rodentia,Muridae,Jackson's Praomys,Praomys_jacksoni,1.781811377,0.49836925,0.888,-0.052,Breed 2000,40,1.602,Breed 2000,3.67,4,5.18,Capellini 2015; Myrhvold et al 2015,NA,,NA,
457,Primates,Cercopithecidae,Maroon Leaf-Monkey,Presbytis_rubicunda,0.19129935,18.80560497,3.5975,0.556,Hayward 2011,6194,3.792,Hayward 2011,1.01,NA,7.316666667,Capellini 2015; Myrhvold 2015,polygynous,Pantheria,NA,NA
458,Carnivora,Felidae,Fishing Cat,Prionailurus_viverrinus,0.534578251,29.37568068,15.7036,1.196,Anderson 2004,11508,4.061,Anderson 2004,2,NA,17.2,Capellini 2015,promiscuous,Ferguson 2004; Iossa 2008,NA,NA
459,Hyracoidea,Procaviidae,Rock Hyrax,Procavia_capensis,2.049345958,8.402046484,17.2187,1.236,Anderson 2004,2023,3.306,Anderson 2004,2.5,1,14.8,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,no,Heldstab 2019
460,Carnivora,Procyonidae,Raccoon,Procyon_lotor,0.835606028,16.41922095,13.72,1.137,Soulsbury 2010,5130,3.71,Soulsbury 2010,3.06,1,21,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Ferguson 2004,no,Heldstab 2019
461,Carnivora,Hyaenidae,Aardwolf,Proteles_cristata,0.347352241,28.98872905,10.0693,1.003,Iossa 2008,11298,4.053,Iossa 2008,2.64,1,25,Capellini 2015; AWD,monogamous; polygynous,Iossa 2008; Lukas 2013; Lukas 2012,no,Heldstab 2019; Lukas 2019
462,Carnivora,Canidae,South American Gray Fox,Pseudalopex_griseus,1.143973517,9.785541218,11.1944,1.049,Iossa 2008,2500,3.398,Iossa 2008,4.2,NA,10.9,Capellini 2015,monogamous; polygynous,Iossa 2008,NA,NA
463,Carnivora,Canidae,Culpeo,Pseudalopex_culpaeus,0.760158133,24.72275068,18.7932,1.274,Iossa 2008,9057,3.957,Iossa 2008,4.88,1,13.1,Capellini 2015,monogamous,Iossa 2008,no,Heldstab 2019
464,Dasyuromorphia,Dasyuridae,Fat-tailed False Antechinus,Pseudantechinus_macdonnellensis,0.292649467,0.375534598,0.1099,-0.959,Birkhead 1998,27,1.433,Birkhead 1998,5.88,1,7,Capellini 2015,NA,,NA,NA
465,Diprotodontia,Pseudocheiridae,Common Ringtail,Pseudocheirus_peregrinus,1.408285958,3.848650176,5.42,0.734,Birkhead 1998,684,2.835,Birkhead 1998,1.89,1.5,10.1,Capellini 2015,polygynous,Pantheria; Lukas 2012; Lukas 2013; Rose 1997,NA,NA
466,Diprotodontia,Pseudocheiridae,Green Ringtail,Pseudochirops_archeri,0.420492352,2.973419121,1.2503,0.097,Birkhead 1998,478,2.679,Birkhead 1998,1.03,1.1,NA,Capellini 2015; Myrhvold 2015,NA,,NA,NA
467,Rodentia,Muridae,Shaw Mayer's Shrew Mouse,Pseudohydromys_ellermani,1.923655068,0.280455685,0.5395,-0.268,Breed 2000,18,1.255,Breed 2000,NA,NA,NA,Capellini 2015,NA,,NA,NA
468,Rodentia,Muridae,Silky Pseudomys,Pseudomys_apodemoides,0.396857198,0.355291527,0.141,-0.851,Breed 2000,25,1.491,Breed 2000,4.9,3,NA,Capellini 2015,promiscuous,Sinervo 2020,NA,
469,Rodentia,Muridae,Silky Pseudomys,Pseudomys_apodemoides,0.33991525,0.41480928,0.141,-0.851,Hayward 2011; Gage 2003,31,1.491,Hayward 2011; Gage 2003,4.9,3,NA,Capellini 2015,promiscuous,Sinervo 2020,NA,
470,Rodentia,Muridae,Plains Pseudomys,Pseudomys_australis,3.400588764,0.659297597,2.242,0.351,Hayward 2011,59,1.771,Hayward 2011,3,NA,7.9,Capellini 2015,promiscuous,Sinervo 2020,no,Heldstab 2019
471,Rodentia,Muridae,Delicate Pseudomys,Pseudomys_delicatulus,0.274900557,0.156420199,0.043,-1.367,Hayward 2011,8,0.903,Hayward 2011; Breed 2000; Gage 2003,3.19,NA,4.16,Capellini 2015; Myrhvold et al 2015,NA,,NA,
472,Rodentia,Muridae,Desert Pseudomys,Pseudomys_desertor,1.140248836,0.489366867,0.558,-0.253,Hayward 2011; Breed 2000,39,1.591,Hayward 2011; Breed 2000,3,3.91,1,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,no,Sinervo 2020
473,Rodentia,Muridae,Smoky Pseudomys,Pseudomys_fumeus,3.220451337,0.75331056,2.426,0.385,Ramm 2007; Breed 2000,71,1.851,Ramm 2007; Breed 2000,3.5,1.5,6.5,Capellini 2015,NA,,NA,
474,Rodentia,Muridae,Eastern Chestnut Pseudomys,Pseudomys_gracilicaudatus,1.085687762,0.998445444,1.084,0.035,Hayward 2011; Breed 2000; Gage 2003,105,2.021,Hayward 2011; Breed 2000; Gage 2003,2.91,NA,NA,Capellini 2015,NA,,NA,
475,Rodentia,Muridae,Sandy Inland Pseudomys,Pseudomys_hermannsburgensis,0.569212311,0.245953921,0.14,-0.788,Breed 2000,15,1.255,Breed 2000,2,NA,0.92,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
476,Rodentia,Muridae,Sandy Inland Pseudomys,Pseudomys_hermannsburgensis,0.58119699,0.280455685,0.163,-0.788,Hayward 2011; Gage 2003,18,1.255,Hayward 2011; Gage 2003,2,NA,0.92,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
477,Rodentia,Muridae,Western Chestnut Pseudomys,Pseudomys_nanus,2.448153915,0.776094995,1.9,0.273,Breed 2000,74,1.892,Breed 2000,3,NA,NA,Capellini 2015,NA,,NA,
478,Rodentia,Muridae,Western Chestnut Pseudomys,Pseudomys_nanus,2.324841922,0.806076311,1.874,0.273,Hayward 2011; Gage 2003,78,1.892,Hayward 2011; Gage 2003,3,NA,NA,Capellini 2015,NA,,NA,
479,Rodentia,Muridae,New Holland Pseudomys,Pseudomys_novaehollandiae,0.24349369,0.291588665,0.071,-1.149,Hayward 2011; Breed 2000; Gage 2003,19,1.279,Hayward 2011; Breed 2000; Gage 2003,4.43,4,4,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
480,Rodentia,Muridae,Pilliga Pseudomys,Pseudomys_pilligaensis,0.264321546,0.196730084,0.052,-1.284,Breed 2000,11,1.041,Breed 2000,3,NA,1.5,Capellini 2015; Myrhvold et al 2015,NA,,NA,
481,Rodentia,Muridae,Heath Pseudomys,Pseudomys_shortridgei,0.42799918,0.806076311,0.345,-0.462,Hayward 2011,78,1.892,Hayward 2011,3,1,6,Capellini 2015,promiscuous,Sinervo 2020,no,Sinervo 2020
482,Chiroptera,Mormoopidae,Davy's Naked-backed Bat,Pteronotus_davyi,1.023117468,0.170263929,0.1742,-0.759,Pitnick 2006,9,0.964,Pitnick 2006,0.99,1,NA,Capellini 2015,NA,,NA,NA
483,Chiroptera,Pteropodidae,Black Flying Fox,Pteropus_alecto,1.183797289,4.308170028,5.1,0.407,Gage 2003,800,2.903,Gage 2003,1,1,19.7,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
484,Chiroptera,Pteropodidae,Black Flying Fox,Pteropus_alecto,0.592525361,4.308170028,2.5527,0.407,Ramm 2007,800,2.903,Ramm 2007,1,1,19.7,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
485,Chiroptera,Pteropodidae,Indian Flying Fox,Pteropus_giganteus,0.33263707,6.607501675,2.1979,0.342,Anderson 2004,1449,3.161,Anderson 2004,0.99,1,40,Capellini 2015,promiscuous,Anderson 2004; Hosken 2001,NA,NA
486,Chiroptera,Pteropodidae,Gray-headed Flying Fox,Pteropus_poliocephalus,1.766899659,3.820250892,6.75,0.829,Ramm 2007,677,2.925,Ramm 2007,1,1,23.6,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006; McCracken 2000,NA,NA
487,Chiroptera,Pteropodidae,Little Red Flying Fox,Pteropus_scapulatus,2.026397456,2.615479004,5.3,0.423,Gage 2003,400,2.69,Gage 2003,1,NA,15.8,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
488,Chiroptera,Pteropodidae,Little Red Flying Fox,Pteropus_scapulatus,0.87496515,3.026977703,2.6485,0.423,Ramm 2007,490,2.69,Ramm 2007,1,NA,15.8,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
489,Chiroptera,Pteropodidae,Pacific Flying Fox,Pteropus_tonganus,0.73774546,5.153403453,3.8019,0.58,Hayward 2011,1026,3.011,Hayward 2011,1,NA,7.066666667,Capellini 2015; Myrhvold 2015,polygynous,Hosken 2001,NA,NA
490,Carnivora,Felidae,Cougar,Puma_concolor,0.190007849,78.38413051,14.8936,1.173,Soulsbury 2010,44978,4.653,Soulsbury 2010,2.76,0.75,23.8,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Ferguson 2004,no,Heldstab 2019; Lukas 2019
491,Carnivora,Phocidae,Ringed Seal,Pusa_hispida,0.445504054,106.6959988,47.5335,1.677,Fitzpatrick 2012,69024,4.839,Fitzpatrick 2012,1,0.8,46,Capellini 2015,polygynous,Smith 1981,no,Heldstab 2019
492,Primates,Cercopithecidae,Red-shanked Douc Langur,Pygathrix_nemaeus,0.20241967,41.47126611,8.3946,0.924,Anderson 2004,18578,4.269,Anderson 2004,1.01,1.005,26,Capellini 2015; Myrhvold 2015,promiscuous,Anderson 2004,no,Heldstab 2019; Lukas 2019
493,Artiodactyla,Cervidae,Reindeer,Rangifer_tarandus,0.724971485,182.0761266,132,1.678,Gage 2003,145000,5.043,Gage 2003,2,0.91,21.8,Capellini 2015,promiscuous,Soulsbury 2010,no,Heldstab 2019; Lukas 2019
494,Artiodactyla,Cervidae,Reindeer,Rangifer_tarandus,0.31792016,149.7231255,47.6,1.678,Anderson 2004; Soulsbury 2010,110500,5.043,Anderson 2004; Soulsbury 2010,2,0.91,21.8,Capellini 2015,promiscuous,Soulsbury 2010,no,Heldstab 2019; Lukas 2019
495,Rodentia,Muridae,Ricefield Rat,Rattus_argentiventer,1.811853816,1.683910685,3.051,0.484,Breed 2000,217,2.336,Breed 2000,9.85,4.29,4.2,Myrhvold 2015,promiscuous,Sinervo 2020,NA,NA
496,Rodentia,Muridae,Australian Dusky Rat,Rattus_colletti,1.473230866,1.315476104,1.938,0.287,Ramm 2007; Breed 2000,154,2.188,Ramm 2007; Breed 2000,5.995,4,1.5,Myrhvold 2015,NA,,NA,NA
497,Rodentia,Muridae,Pacific Rat,Rattus_exulans,2.16547521,0.576778711,1.249,0.415,Breed 2000,49,1.778,Breed 2000,3.7,3.9,1.125,Capellini 2015,promiscuous,Sinervo 2020,NA,NA
498,Rodentia,Muridae,Pacific Rat,Rattus_exulans,3.896156591,0.667324308,2.6,0.415,Hayward 2011; Gage 2003,60,1.778,Hayward 2011; Gage 2003,3.7,3.9,1.125,Capellini 2015,promiscuous,Sinervo 2020,NA,NA
499,Rodentia,Muridae,Australian Bush Rat,Rattus_fuscipes,4.128028317,1.032454158,4.262,0.63,Ramm 2007; Breed 2000,110,2.041,Ramm 2007; Breed 2000,4.58,3.3,5.3,Capellini 2015,promiscuous,Waterman 2007; Sinervo 2020,no,Heldstab 2019
500,Rodentia,Muridae,Hoffmann's rat,Rattus_hoffmanni,1.92186897,1.228231496,2.3605,0.373,Breed 2000,140,2.146,Breed 2000,NA,NA,NA,NA,NA,,NA,NA
501,Rodentia,Muridae,Cape York Rat,Rattus_leucopus,2.937326119,1.412509143,4.149,0.618,Breed 2000,170,2.23,Breed 2000,3.45,NA,NA,Capellini 2015,NA,,NA,NA
502,Rodentia,Muridae,Losea Rat,Rattus_losea,2.106631063,1.032454158,2.175,0.337,Breed 2000,110,2.041,Breed 2000,NA,NA,NA,Capellini 2015,NA,,NA,NA
503,Rodentia,Muridae,Australian Swamp Rat,Rattus_lutreolus,3.235583181,1.370386651,4.434,0.647,Ramm 2007; Breed 2000,163,2.212,Ramm 2007; Breed 2000,4.45,2.4,4.4,Capellini 2015,promiscuous,Waterman 2007; Sinervo 2020,no,Heldstab 2019
504,Rodentia,Muridae,Eastern New Guinea Mountain Rat,Rattus_niobe,3.282021275,0.576778711,1.893,0.277,Ramm 2007; Breed 2000,49,1.69,Ramm 2007; Breed 2000,2.15,NA,NA,Capellini 2015,NA,,NA,NA
505,Rodentia,Muridae,Brown Rat,Rattus_norvegicus,1.302367481,3.071329757,4,0.58,Gage 2003,500,2.748,Gage 2003,8.99,3.5,3.8,Capellini 2015,promiscuous,Anderson 2004; Sinervo 2020,no,Heldstab 2019; Lukas 2019
506,Rodentia,Muridae,Brown Rat,Rattus_norvegicus,1.140872904,3.332448326,3.8019,0.58,Anderson 2004,560,2.748,Anderson 2004,8.99,3.5,3.8,Capellini 2015,promiscuous,Anderson 2004; Sinervo 2020,no,Heldstab 2019; Lukas 2019
507,Rodentia,Muridae,Roof Rat,Rattus_rattus,2.913200276,1.190100121,3.467,0.857,Breed 2000,134,2.21,Breed 2000,5.88,3.75,4.2,Capellini 2015,NA,,no,Heldstab 2019
508,Rodentia,Muridae,Roof Rat,Rattus_rattus,5.119010552,1.406521813,7.2,0.857,Hayward 2011,169,2.21,Hayward 2011,5.88,3.75,4.2,Capellini 2015,NA,,no,Heldstab 2019
509,Rodentia,Muridae,Canefield Rat,Rattus_sordidus,2.628380307,1.339988734,3.522,0.547,Breed 2000,158,2.199,Breed 2000,5.99,4,NA,Myrhvold 2015,NA,,NA,NA
510,Rodentia,Muridae,Stein's New Guinea Rat,Rattus_steini,1.212148362,0.914904508,1.109,0.045,Ramm 2007; Breed 2000,93,1.968,Ramm 2007; Breed 2000,3.65,NA,NA,Myrhvold 2015,NA,,NA,NA
511,Rodentia,Muridae,Malaysian Field Rat,Rattus_tiomanicus,3.918103772,0.886398167,3.473,0.541,Breed 2000,89,1.949,Breed 2000,3.87,4.28,4.2,Myrhvold 2015,NA,,NA,NA
512,Rodentia,Muridae,Australian Pale Field Rat,Rattus_tunneyi,2.663043639,1.826857032,4.865,0.687,Ramm 2007; Breed 2000,243,2.386,Ramm 2007; Breed 2000,5.34,NA,1,Myrhvold 2015,NA,,NA,NA
513,Rodentia,Muridae,Australian Long-haired Rat,Rattus_villosissimus,1.320905556,1.627671252,2.15,0.332,Ramm 2007; Breed 2000,207,2.316,Ramm 2007; Breed 2000,5.995,4,NA,Myrhvold 2015,NA,,NA,NA
514,Rodentia,Muridae,Xeric Four-striped Grass Rat,Rhabdomys_pumilio,1.450222712,0.626800279,0.909,-0.041,Breed 2000,55,1.74,Breed 2000,5.28,7,4.5,Capellini 2015,polygynous,Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
515,Chiroptera,Rhinolophidae,Geoffroy's horseshoe bat,Rhinolophus_clivosus,0.768689473,0.234034687,0.1799,-0.745,Ramm 2007,14,1.149,Ramm 2007,NA,NA,NA,NA,NA,,NA,NA
516,Chiroptera,Rhinolophidae,Lesser Horseshoe Bat,Rhinolophus_hipposideros,0.210609888,0.094962303,0.02,-1.699,Ramm 2007,4,0.64,Ramm 2007,1,1,29.4,Capellini 2015,NA,,NA,NA
517,Chiroptera,Rhinolophidae,Smaller Horseshoe Bat,Rhinolophus_megaphyllus,0.6527564,0.183682611,0.1199,-0.921,Ramm 2007,10,0.978,Ramm 2007,1,1,7.5,Capellini 2015; Myrhvold 2015,NA,,NA,NA
518,Chiroptera,Hipposideridae,Orange Leaf-nosed Bat,Rhinonicteris_aurantia,0.065330082,0.183682611,0.012,-1.921,Pitnick 2006,10,0.991,Pitnick 2006,1,1,NA,Capellini 2015,NA,,NA,NA
519,Chiroptera,Rhinopomatidae,Lesser Mouse-tailed Bat,Rhinopoma_hardwickii,0.445833517,0.291588665,0.13,-0.886,Ramm 2007,19,1.279,Ramm 2007,0.99,1,NA,Capellini 2015,NA,,NA,NA
520,Chiroptera,Rhinopomatidae,Greater Mouse-tailed Bat,Rhinopoma_microphyllum,1.483268268,0.424400639,0.6295,-0.201,Ramm 2007,32,1.507,Ramm 2007,1,1,NA,Capellini 2015,NA,,NA,NA
521,Chiroptera,Vespertilionidae,Black-winged Little Yellow Bat,Rhogeessa_tumida,0.689604191,0.111513243,0.0769,-1.114,Pitnick 2006,5,0.708,Pitnick 2006,1.4,NA,NA,Capellini 2015,NA,,NA,NA
522,Chiroptera,Emballonuridae,Proboscis Bat,Rhynchonycteris_naso,0.105304944,0.094962303,0.01,-2,Ramm 2007,4,0.627,Ramm 2007,0.99,2,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
523,Chiroptera,Pteropodidae,Egyptian Rousette,Rousettus_aegyptiacus,1.349139836,1.296974527,1.7498,0.243,Ramm 2007,151,2.18,Ramm 2007,1.07,2,25,Capellini 2015,NA,,NA,NA
524,Chiroptera,Pteropodidae,Geoffroy's Rousette,Rousettus_amplexicaudatus,0.438694951,0.842954767,0.3698,-0.432,Ramm 2007,83,1.921,Ramm 2007,0.99,2,7.983333333,Capellini 2015; Myrhvold 2015,NA,,NA,NA
525,Chiroptera,Pteropodidae,Long-haired Rousette,Rousettus_lanosus,1.972136257,0.963980046,1.9011,0.279,Anderson 2004,100,2,Anderson 2004,NA,2,18.7,Capellini 2015; Myrhvold 2015,promiscuous,Anderson 2004,NA,NA
526,Artiodactyla,Cervidae,Javan Rusa,Rusa_timorensis,0.242065585,113.2573222,27.4157,1.438,Anderson 2004,74989,4.875,Anderson 2004,1,1,20,Capellini 2015,promiscuous,Anderson 2004,NA,NA
527,Artiodactyla,Cervidae,Sambar,Rusa_unicolor,0.336335343,230.2648281,77.4462,1.889,Anderson 2004,200909,5.303,Anderson 2004,1,1,26.4,Capellini 2015,polygynous,Anderson 2004; Lukas 2013,NA,NA
528,Chiroptera,Emballonuridae,Yellow-bellied Pouched Bat,Saccolaimus_flaviventris,0.596900322,0.963980046,0.5754,-0.24,Pitnick 2006,100,2,Pitnick 2006,NA,2,NA,Capellini 2015,monogamous,Hosken 2001; Pitnick 2006,NA,NA
529,Chiroptera,Emballonuridae,Greater Sac-winged Bat,Saccopteryx_bilineata,0.077420158,0.14208186,0.011,-1.959,Pitnick 2006,7,0.869,Pitnick 2006,0.99,1,6,Capellini 2015,polygynous,Hosken 2001; Pitnick 2006; Soulsbury 2010; Pantheria,NA,NA
